,Album_Name,Artist_Name,Song_Title,Duration,URI,Full_URL
108,Cold [2017],Maroon 5,Coldw/ The Future,3:54,/lyric/33743821/Maroon+5/Cold,http://www.lyrics.com/lyric/33743821/Maroon+5/Cold
109,Help Me Out [2017],Maroon 5,Help Me Outw/ Julia Michaels,3:14,/lyric/34478302/Maroon+5/Help+Me+Out,http://www.lyrics.com/lyric/34478302/Maroon+5/Help+Me+Out
110,Red Pill Blues [2017],Maroon 5,Denim Jacket,3:53,/lyric/34564030/Maroon+5/Denim+Jacket,http://www.lyrics.com/lyric/34564030/Maroon+5/Denim+Jacket
111,Red Pill Blues [2017],Maroon 5,Plastic Rose,3:43,/lyric/34564028/Maroon+5/Plastic+Rose,http://www.lyrics.com/lyric/34564028/Maroon+5/Plastic+Rose
112,Red Pill Blues [2017],Maroon 5,Visions,3:51,/lyric/34564029/Maroon+5/Visions,http://www.lyrics.com/lyric/34564029/Maroon+5/Visions
113,Red Pill Blues [2017],Maroon 5,Best 4 You,3:59,/lyric/34485884/Maroon+5/Best+4+You,http://www.lyrics.com/lyric/34485884/Maroon+5/Best+4+You
114,Red Pill Blues [2017],Maroon 5,Bet My Heart,3:16,/lyric/34485880/Maroon+5/Bet+My+Heart,http://www.lyrics.com/lyric/34485880/Maroon+5/Bet+My+Heart
115,Red Pill Blues [2017],Maroon 5,Closure,11:28,/lyric/34485875/Maroon+5/Closure,http://www.lyrics.com/lyric/34485875/Maroon+5/Closure
116,Red Pill Blues [2017],Maroon 5,Girls Like You,3:35,/lyric/34485876/Maroon+5/Girls+Like+You,http://www.lyrics.com/lyric/34485876/Maroon+5/Girls+Like+You
117,Red Pill Blues [2017],Maroon 5,Lips on You,3:36,/lyric/34485881/Maroon+5/Lips+on+You,http://www.lyrics.com/lyric/34485881/Maroon+5/Lips+on+You
118,Red Pill Blues [2017],Maroon 5,Wait,3:10,/lyric/34485882/Maroon+5/Wait,http://www.lyrics.com/lyric/34485882/Maroon+5/Wait
119,Red Pill Blues [2017],Maroon 5,Whiskeyw/ A$AP Rocky,3:30,/lyric/34485877/Maroon+5/Whiskey,http://www.lyrics.com/lyric/34485877/Maroon+5/Whiskey
120,Red Pill Blues [2017],Maroon 5,Who I Amw/ LunchMoney Lewis,3:03,/lyric/34485878/Maroon+5/Who+I+Am,http://www.lyrics.com/lyric/34485878/Maroon+5/Who+I+Am
121,The Collection [2017],Maroon 5,The Air That I Breathe,4:17,/lyric/34447925/Maroon+5/The+Air+That+I+Breathe,http://www.lyrics.com/lyric/34447925/Maroon+5/The+Air+That+I+Breathe
122,What Lovers Do [2017],Maroon 5,What Lovers Dow/ SZA,3:20,/lyric/34371179/Maroon+5/What+Lovers+Do,http://www.lyrics.com/lyric/34371179/Maroon+5/What+Lovers+Do
