,Album_Name,Artist_Name,Song_Title,Duration,URI,Full_URL
28,24K Magic [2016],Bruno Mars,24K Magic,3:45,/lyric/33387837/Bruno+Mars/24K+Magic,http://www.lyrics.com/lyric/33387837/Bruno+Mars/24K+Magic
29,24K Magic [2016],Bruno Mars,Calling All My Lovelies,4:10,/lyric/33498052/Bruno+Mars/Calling+All+My+Lovelies,http://www.lyrics.com/lyric/33498052/Bruno+Mars/Calling+All+My+Lovelies
30,24K Magic [2016],Bruno Mars,Chunky,3:06,/lyric/33498057/Bruno+Mars/Chunky,http://www.lyrics.com/lyric/33498057/Bruno+Mars/Chunky
31,24K Magic [2016],Bruno Mars,Finesse,3:10,/lyric/33498060/Bruno+Mars/Finesse,http://www.lyrics.com/lyric/33498060/Bruno+Mars/Finesse
32,24K Magic [2016],Bruno Mars,Perm,3:30,/lyric/33498056/Bruno+Mars/Perm,http://www.lyrics.com/lyric/33498056/Bruno+Mars/Perm
33,24K Magic [2016],Bruno Mars,Straight Up & Down,3:18,/lyric/33498053/Bruno+Mars/Straight+Up+%26+Down,http://www.lyrics.com/lyric/33498053/Bruno+Mars/Straight+Up+%26+Down
34,24K Magic [2016],Bruno Mars,That's What I Like,3:26,/lyric/33498055/Bruno+Mars/That%27s+What+I+Like,http://www.lyrics.com/lyric/33498055/Bruno+Mars/That%27s+What+I+Like
35,24K Magic [2016],Bruno Mars,Too Good to Say Goodbye,4:41,/lyric/33498059/Bruno+Mars/Too+Good+to+Say+Goodbye,http://www.lyrics.com/lyric/33498059/Bruno+Mars/Too+Good+to+Say+Goodbye
36,Versace on the Floor [2016],Bruno Mars,Versace on the Floor,4:21,/lyric/33466759/Bruno+Mars/Versace+on+the+Floor,http://www.lyrics.com/lyric/33466759/Bruno+Mars/Versace+on+the+Floor
37,Versace on the Floor [2016],Bruno Mars,Versace on the Floor [Bruno Mars vs. David Guetta]w/ David Guetta,3:48,/lyric/34149402/David+Guetta/Versace+on+the+Floor+%5BBruno+Mars+vs.+David+Guetta%5D,http://www.lyrics.com/lyric/34149402/David+Guetta/Versace+on+the+Floor+%5BBruno+Mars+vs.+David+Guetta%5D
38,That's What I Like [2017],Bruno Mars,That's What I Like [Partynextdoor Remix],3:26,/lyric/33932488/Bruno+Mars/That%27s+What+I+Like+%5BPartynextdoor+Remix%5D,http://www.lyrics.com/lyric/33932488/Bruno+Mars/That%27s+What+I+Like+%5BPartynextdoor+Remix%5D
